Price,Year,Kilometer,Fuel Type,Transmission,Engine,Max Power,Max Torque,Length,Width,Fuel Tank Capacity
1580000,2018,115000,Diesel,Automatic,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,4735,1830,55
869000,2021,8700,Petrol,Automatic,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3995,1695,35
5850000,2019,31000,Diesel,Automatic,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,4819,2141,93
1900000,2020,41736,Diesel,Automatic,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,4395,1818,60
9000000,2017,40000,Diesel,Automatic,2979 cc,275 bhp @ 4000 rpm,600 Nm @ 2000 rpm,5005,1981,80
3550000,2020,55000,Diesel,Automatic,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,4795,1855,80
3500000,2014,160000,Petrol,Automatic,4806 cc,500 bhp @ 6500 rpm,700 Nm @ 2250 rpm,4846,1939,100
2425000,2022,11000,Diesel,Automatic,2393 cc,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,4735,1830,55
5811000,2018,24690,Diesel,Automatic,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,4886,1938,
750000,2011,117000,Diesel,Manual,2982 cc,171@3600,343@1400,4695,1840,80
2200000,2014,95000,Diesel,Automatic,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,5089,1983,100
520000,2019,76000,CNG,Manual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,3655,1620,60
390000,2018,18000,Petrol,Manual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3545,1490,35
540000,2015,38000,Petrol,Manual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,4490,1730,43
699000,2018,43000,Diesel,Automatic,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3840,1735,37
484999,2013,107000,Diesel,Manual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,4370,1700,43
7500000,2021,13000,Petrol,Automatic,2996 cc,362 bhp @ 5500 rpm,520 Nm @ 2000 rpm,4702,1810,66
850000,2011,85000,Diesel,Automatic,2143 cc,203 bhp @ 4200 rpm,500 Nm @ 1600 rpm,4868,1854,90
1085000,2018,8922,Petrol,Automatic,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,3994,1811,44
319000,2013,47800,Petrol,Manual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,3395,1490,35
549000,2012,143000,Diesel,Manual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,4585,1890,70
1725000,2019,68758,Diesel,Manual,1956 cc,138 bhp @ 3750 rpm,350 Nm @ 1750 rpm,4598,1894,50
475000,2015,72000,Diesel,Manual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,4386,1683,42
890000,2022,7500,Petrol,Manual,1199 cc,84 bhp @ 6000 rpm,113 Nm @ 3300 rpm,3827,1742,37
235000,2012,37000,Petrol,Manual,998 cc,68@6200,90@3500,3539,1495,35
445000,2016,22402,Petrol,Manual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3765,1660,43
1060000,2019,12382,Petrol,Manual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
690000,2017,61000,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1745,37
4200000,2018,90868,Diesel,Automatic,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,4731,2071,82
2950000,2015,84700,Diesel,Automatic,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,4886,1938,
12500000,2022,22010,Petrol,Automatic,1997 cc,296 bhp @ 5500 rpm,400 Nm @ 1500 rpm,4879,2073,104
1750000,2015,72000,Diesel,Automatic,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,4705,1840,80
395000,2018,75500,Petrol,Manual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,3679,1579,28
2790000,2018,25000,Diesel,Automatic,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4439,1821,51
2475000,2018,38000,Diesel,Automatic,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,4385,1831,64
145000,2009,39586,Petrol,Manual,1061 cc,67@6200,84@3500,3520,1475,35
750000,2018,33647,Petrol,Automatic,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3985,1734,40
800000,2012,75576,Diesel,Automatic,,,,,,
950000,2016,86000,Diesel,Manual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,4585,1890,70
569000,2018,57847,Petrol,Manual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3765,1660,43
470000,2016,74000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1695,42
5350000,2015,58000,Diesel,Automatic,2967 cc,245 bhp @ 4400 rpm,550 Nm @ 2750 rpm,4846,2155,85
450000,2014,85000,Diesel,Manual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,4331,1822,50
299000,2016,26000,Petrol,Manual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,3679,1579,28
1875000,2020,18000,Petrol,Automatic,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,4300,1790,50
1825000,2022,11000,Diesel,Automatic,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,3985,1820,57
4459000,2018,57300,Diesel,Automatic,2179 cc,148 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4600,2069,65
1195000,2010,74000,Diesel,Automatic,2497 cc,177@4000,400@2000,4841,1846,70
790000,2019,25000,Petrol,Automatic,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,3995,1745,37
1095000,2017,39000,Petrol,Automatic,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,4270,1780,60
1950000,2020,45000,Diesel,Manual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,4735,1830,55
525000,2015,80852,Petrol,Automatic,1198 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,3970,1682,45
2100000,2018,75592,Diesel,Automatic,2999 cc,174 bhp @ 3600 rpm,380 Nm @ 1800 rpm,4825,1860,65
270000,2014,54420,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3620,1475,35
894999,2015,39780,Petrol,Automatic,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,4620,1775,55
335000,2013,78301,Petrol,Automatic,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,3585,1595,35
1000000,2018,38000,Diesel,Manual,2179 cc,148 bhp @ 4000 rpm,320 Nm @ 1700 rpm,4788,1903,60
220000,2009,126535,Petrol,Manual,1197 cc,80@5200,111@4000,3565,1595,35
960000,2016,37079,Petrol,Automatic,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,4270,1780,60
7200000,2018,87200,Diesel,Automatic,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,5130,1934,100
1300000,2014,51000,Diesel,Automatic,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4385,1831,64
375000,2013,39000,Petrol,Manual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,3970,1682,45
300000,2011,90000,Petrol,Manual,,,,,,
3299000,2017,29999,Diesel,Automatic,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,4795,1967,56
565000,2014,100472,Diesel,Manual,1948 cc,90@4300,190@3000,4810,1918,65
1798999,2016,84700,Diesel,Automatic,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4385,1831,64
189000,2008,19759,Petrol,Manual,796 cc,47@6200,62@3000,3495,1475,35
1875000,2014,66000,Diesel,Automatic,,,,,,
545000,2014,56000,Petrol,Manual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,4370,1700,43
1085000,2022,3383,Petrol,Manual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,3995,1770,45
725000,2018,42000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
1090000,2012,65000,Diesel,Automatic,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,4648,1881,67
900000,2019,17000,Petrol,Manual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3999,1734,40
3400000,2016,38000,Diesel,Automatic,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4936,1868,65
295000,2014,62500,Diesel,Manual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,3990,1680,35
2251000,2021,30229,Diesel,Automatic,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,4598,1894,50
9300000,2019,9000,Petrol,Automatic,3436 cc,325 bhp @ 7400 rpm,390 Nm @ 5600 rpm,4491,1852,68
430000,2016,26600,CNG,Manual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,3599,1495,35
600000,2017,86000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,4490,1730,43
1595000,2017,86000,Petrol,Automatic,1999 cc,153 bhp @ 6200 rpm,192 Nm @ 4000 rpm,4475,1850,62
290000,2014,125000,Diesel,Manual,,,,,,
375000,2013,29135,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,113 Nm @ 4000 rpm,3995,1710,45
1200000,2015,50965,Diesel,Automatic,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,4370,1783,60
1525000,2014,72000,Diesel,Automatic,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,4705,1840,80
2675000,2016,28000,Petrol,Automatic,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,4686,1810,66
545000,2015,42000,Petrol,Automatic,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3955,1694,40
7900000,2017,11850,Diesel,Automatic,2925 cc,282 bhp @ 3600 rpm,600 Nm @ 1600 rpm,5246,1899,70
195000,2010,32000,Petrol,Manual,1198 cc,89 bhp @ 6200 rpm,110 Nm @ 4800 rpm,3900,1695,42
4550000,2021,24000,Diesel,Automatic,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4709,1827,59
2499000,2015,50623,Diesel,Automatic,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,4465,1900,57
210000,2012,85000,Diesel,Manual,2489 cc,95@3600,220@1400,4520,1850,55
1097000,2022,1700,Diesel,Manual,1493 cc,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,3995,1770,45
1095000,2020,43260,Petrol,Automatic,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,3971,1682,45
325000,2015,67738,CNG,Manual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,3599,1495,35
1375000,2019,69000,Diesel,Manual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,4456,1820,60
975000,2012,93417,Diesel,Automatic,,,,,,
745000,2021,14722,Petrol,Manual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,3845,1735,37
2175000,2017,29000,Diesel,Manual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,4735,1830,55
1250000,2017,60200,Petrol,Automatic,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,4395,1818,60
500000,2017,140000,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3850,1695,42
625000,2017,23798,Petrol,Manual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3999,1734,40
250000,2011,55000,Petrol,Manual,1497 cc,118@6600,146@4600,4420,1695,42
650000,2017,51000,Petrol,Automatic,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,4384,1699,55
310000,2014,49000,Petrol,Manual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,3610,1680,35
600000,2017,48000,Petrol,Manual,1498 cc,105 bhp @ 5600 rpm,142 Nm @ 4000 rpm,4315,1822,50
1400000,2013,121000,Diesel,Automatic,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,4899,2094,
295000,2013,74000,Diesel,Manual,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,4291,1722,43
484999,2012,102000,Diesel,Manual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,4585,1890,70
4250000,2018,32000,Petrol,Automatic,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,4936,1868,57
1550000,2020,48400,Electric,Automatic,,,,3993,1811,
375000,2013,97000,Diesel,Manual,2179 cc,138 bhp @ 4000 rpm,320 Nm @ 1700 rpm,4655,1965,55
1625000,2021,16000,Petrol,Automatic,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,4315,1800,50
5350000,2016,55700,Diesel,Automatic,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,4855,1939,85
4250000,2017,80000,Diesel,Automatic,2993 cc,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,4922,2004,80
480000,2014,115000,Diesel,Manual,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,3999,1765,52
590000,2020,74000,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3805,1680,37
561000,2015,61000,Diesel,Manual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,3985,1734,45
725000,2014,104814,Petrol,Manual,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,4540,1760,55
645000,2013,17000,Petrol,Manual,1797 cc,147 bhp @ 6500 rpm,177 Nm @ 4700 rpm,4530,1775,56
1695000,2015,60000,Diesel,Automatic,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4385,1831,64
450000,2016,45000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3850,1695,42
1375000,2016,75811,Diesel,Manual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,4585,1890,70
1700000,2021,3813,Petrol,Manual,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,3985,1820,57
525000,2016,64928,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3850,1695,42
590000,2018,68500,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1735,37
1495000,2014,85000,Diesel,Automatic,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,4705,1840,80
3300000,2017,41296,Diesel,Automatic,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4899,2094,65
385000,2013,72567,Diesel,Manual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,3990,1680,35
535000,2020,4295,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3636,1475,35
875000,2018,82000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
295000,2010,33000,Petrol,Manual,1298 cc,87@6000,113@4500,4160,1690,43
235000,2011,54000,Petrol,Manual,1368 cc,90@6000,115@4500,4560,1730,45
969999,2018,68000,Diesel,Manual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,4270,1780,55
1700000,2022,8530,Petrol,Automatic,1498 cc,119 bhp @ 6600 rpm,145 Nm @ 4300 rpm,4549,1748,40
1789999,2018,46000,Petrol,Automatic,1999 cc,153 bhp @ 6200 rpm,192 Nm @ 4000 rpm,4475,1850,62
1964999,2020,26000,Petrol,Manual,2694 cc,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,4735,1830,65
4000000,2014,39394,Petrol,Automatic,1984 cc,208 bhp @ 4300 rpm,350 Nm @ 1600 rpm,4198,1842,60
484999,2018,35000,Petrol,Automatic,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,3746,1647,35
580000,2019,17881,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3850,1695,42
450000,2014,48409,Petrol,Manual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
355000,2020,40000,Petrol,Manual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,3395,1490,35
2375000,2017,61643,Diesel,Automatic,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4385,1831,64
6500000,2020,21000,Petrol,Automatic,1991 cc,241 bhp @ 5500 rpm,370 Nm @ 1300 rpm,4686,1810,59
1050000,2022,1500,Petrol,Manual,1199 cc,118 bhp @ 5500 rpm,170 Nm @ 1750 rpm,3993,1811,44
445000,2014,38985,Diesel,Manual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,3998,1765,52
495000,2015,52000,Petrol,Manual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3955,1694,40
275000,2011,42000,Petrol,Manual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,3585,1595,35
465000,2014,29442,Petrol,Automatic,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,3990,1680,35
1050000,2017,71800,Diesel,Manual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,4395,1818,60
4900000,2022,5000,Petrol,Automatic,1497 cc,181 bhp @ 5800 rpm,280 Nm @ 1600 rpm,4686,1810,66
695000,2020,18000,CNG,Manual,1197 cc,68 bhp @ 6000 rpm,95 Nm @ 4000 rpm,3805,1680,60
3210000,2018,37000,Diesel,Automatic,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,4795,1855,80
269000,2009,85000,Petrol,Manual,1497 cc,118@6600,146@4600,4420,1695,42
445000,2018,65555,Diesel,Manual,1186 cc,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,3995,1660,43
5950000,2021,35000,Diesel,Automatic,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,4371,1996,66.5
3800000,2018,87000,Diesel,Automatic,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4657,1881,67
1000000,2018,42000,Petrol,Automatic,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,4270,1780,60
1490000,2018,68000,Diesel,Manual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,4456,1820,60
1550000,2022,600,Petrol,Manual,1498 cc,108 bhp @ 6000 rpm,144 Nm @ 4400 rpm,4323,1809,48
199000,2011,192326,Diesel,Manual,2179 cc,120@4000,250@1500,4421,1780,65
575000,2013,82000,Petrol,Manual,1998 cc,136@5600,182@4000,4555,1770,55
484999,2017,86006,Diesel,Manual,1364 cc,67 bhp @ 3800 rpm,170 Nm @ 1800 rpm,3884,1695,45
425000,2014,75000,Diesel,Manual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,4440,1695,40
1150000,2014,99000,Diesel,Manual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,4456,1820,60
3195000,2021,21651,Petrol,Automatic,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,4861,1864,66
725000,2016,84000,Diesel,Manual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,3995,1760,45
2450000,2014,65000,Diesel,Automatic,2997 cc,254 bhp @ 3600 rpm,619 Nm @ 1600 rpm,4804,2141,70
741000,2017,31000,Petrol,Automatic,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,4490,1730,43
7350000,2022,17000,Diesel,Automatic,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,5063,1860,80
1550000,2020,28000,Diesel,Manual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,3985,1820,57
645000,2015,64000,Diesel,Manual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,4440,1695,40
550000,2014,85000,Diesel,Manual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,4440,1695,40
595000,2017,35000,Petrol,Automatic,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1745,37
1595000,2015,44000,Diesel,Automatic,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,4370,1783,60
500000,2017,32000,Petrol,Automatic,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3715,1635,35
345000,2016,49857,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3599,1495,35
299000,2013,46000,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3636,1475,35
160000,2008,50000,Petrol,Manual,1061 cc,67@6200,84@3500,3520,1475,35
570000,2017,36000,Petrol,Automatic,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1745,37
800000,2021,13000,Petrol,Automatic,999 cc,99 bhp @ 5000 rpm,152 Nm @ 2200 rpm,3991,1750,40
440000,2018,40000,Petrol,Manual,,,,3655,1620,32
509999,2007,39000,Petrol,Automatic,,,,,,
315000,2013,45000,Petrol,Manual,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,3515,1500,32
227000,2011,87513,Petrol,Manual,796 cc,47@6200,62@3000,3495,1475,35
1850000,2011,26000,Petrol,Automatic,3498 cc,272 bhp @ 6300 rpm,345 Nm @ 4500 rpm,5226,2120,90
610000,2022,3800,CNG,Manual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,3565,1520,55
1995000,2018,35123,Diesel,Manual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,4735,1830,55
1875000,2021,21000,Diesel,Automatic,1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500 rpm,4315,1800,50
1748999,2022,2670,Petrol,Automatic,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,4300,1790,50
640000,2016,124000,Diesel,Manual,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,4386,1699,55
779000,2016,9889,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3985,1734,45
1450000,2021,13000,Petrol,Automatic,1497 cc,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
890000,2018,35000,Petrol,Automatic,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,3994,1811,44
625000,2017,51145,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1745,37
8500000,2019,13000,Diesel,Automatic,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,5130,1934,100
2900000,2011,56000,Petrol,Automatic,4163 cc,444 bhp @ 8250 rpm,430 Nm @ 4000 rpm,4649,1860,64
434999,2010,120000,Diesel,Manual,,,,,,
4550000,2018,45000,Diesel,Automatic,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,4656,1890,66
2500000,2017,82900,Diesel,Automatic,1968 cc,174 bhp @ 3600 rpm,350 Nm @ 1500 rpm,4861,1864,66
249000,2014,56843,CNG + CNG,Manual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,3395,1490,35
270000,2015,64000,Petrol,Manual,1196 cc,70 bhp @ 6250 rpm,102 Nm @ 4000 rpm,3795,1680,45
825000,2019,9644,Petrol,Automatic,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,3995,1735,37
425000,2017,41624,Petrol,Automatic,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3695,1600,35
459999,2016,82844,Diesel,Manual,1186 cc,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,3765,1660,43
980000,2011,78000,Petrol,Automatic,2497 cc,204@6100,245@5000,4868,1854,80
789000,2017,60444,Petrol,Manual,1498 cc,105 bhp @ 5600 rpm,142 Nm @ 4000 rpm,4315,1822,50
5100000,2022,6000,Petrol,Automatic,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,4633,1811,57
775000,2014,125000,Diesel,Manual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,4456,1820,60
1400000,2019,13000,Petrol,Automatic,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,4270,1780,60
770000,2015,112000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,4265,1695,45
445000,2012,54948,Diesel,Manual,1248 cc,75@4000,190@2000,3715,1680,43
450000,2016,53300,Petrol,Manual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3765,1660,43
840000,2019,34000,Petrol,Manual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
18500000,2021,21000,Petrol,Automatic,3982 cc,463 bhp @ 5250 rpm,700 Nm @ 2000 rpm,5462,1899,70
4000000,2017,25500,Diesel,Automatic,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,4360,2120,57
690000,2015,157662,Diesel,Manual,1997 cc,138 bhp @ 3750 rpm,320 Nm @ 1600 rpm,4585,1890,70
2800000,2018,20000,Diesel,Automatic,2143 cc,136 bhp @ 3200 rpm,300 Nm @ 1400 rpm,4630,1777,56
525000,2018,78900,Diesel,Manual,1120 cc,71 bhp @ 4000 rpm,160 Nm @ 1500 rpm,3995,1660,43
285000,2011,52000,CNG,Manual,998 cc,59@6200,77@3500,3539,1475,35
7780000,2022,11000,Diesel,Automatic,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,5063,1860,80
1989999,2018,103000,Diesel,Automatic,,,,4697,1882,63
1200000,2017,95785,Diesel,Automatic,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,4788,1903,60
620000,2017,92000,Diesel,Manual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,3998,1765,52
5200000,2019,43000,Diesel,Automatic,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,4731,2071,82
1998999,2017,39328,Diesel,Automatic,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,4630,1777,56
2725000,2020,18625,Diesel,Automatic,2393 cc,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,4735,1830,55
590000,2019,26000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3850,1695,42
1489000,2014,81000,Diesel,Automatic,1995 cc,112 bhp @,270 Nm @ 1750 rpm,4097,1789,47
685000,2018,92000,Diesel,Automatic,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1735,37
1121000,2019,38000,Diesel,Manual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,4456,1820,60
114999,2012,93000,Petrol,Manual,1368 cc,90@6000,116@4750,4413,1703,44
545000,2019,10340,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3599,1495,35
1350000,2015,47706,Diesel,Automatic,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4385,1831,64
1299000,2021,13400,Petrol,Manual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,4445,1775,45
